booking_id,passenger_id,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,name,age,gender,nationality,email,country_id
485348,220700,5,Offline,One-way,10,5,16:44,2023-08-03,Tokyo - Sydney,CDG,No,Yes,Yes,5.273712306384383,1,Ryan Hill,49,Female,Guadeloupe,lisamathews@example.net,5
565140,999531,4,Offline,One-way,56,9,21:12,2023-06-23,New York - London,JFK,Yes,No,Yes,11.566578158588552,0,Brandon Cunningham,74,Male,Heard Island and McDonald Islands,vavila@example.org,6
755133,716921,4,Offline,Round-trip,8,5,20:13,2023-07-30,Tokyo - Sydney,CDG,No,No,Yes,4.550721529829762,0,Jacqueline Allen,33,Male,Cocos (Keeling) Islands,heather14@example.com,10
580001,433832,5,Online,Round-trip,33,5,03:04,2023-07-07,Paris - Rome,NRT,No,No,Yes,1.477372245248647,1,Gregory Martinez,20,Male,Christmas Island,antonio93@example.com,3
717917,771784,1,Online,Round-trip,39,3,15:01,2023-07-25,Paris - Rome,CDG,Yes,No,No,10.895500289976905,1,Jermaine Williamson,45,Male,Portugal,flopez@example.org,2
322365,641056,5,Offline,One-way,9,9,19:51,2023-06-16,Paris - Rome,JFK,Yes,No,Yes,8.047853415313224,0,Megan Morgan,70,Female,Tonga,melendezjohnny@example.net,1
406177,354902,1,Online,Round-trip,8,6,22:39,2023-07-29,Paris - Rome,CDG,Yes,Yes,No,10.018515174987492,1,James Kirk,19,Female,Kuwait,browngary@example.net,6
676720,713213,5,Offline,One-way,23,7,02:13,2023-07-06,Paris - Rome,NRT,Yes,No,Yes,5.810800218349468,1,Richard Bennett,58,Female,Maldives,xfoster@example.net,10
756729,290470,3,Online,One-way,36,4,02:47,2023-07-30,New York - London,CDG,Yes,Yes,No,2.739956313720256,1,Elizabeth Pena,65,Male,Lithuania,daviddixon@example.com,9
439805,143824,2,Online,One-way,6,5,14:56,2023-07-23,Paris - Rome,JFK,Yes,No,No,5.092106366758636,1,Danielle Maldonado,58,Male,Isle of Man,eric28@example.com,9
687372,446879,4,Online,One-way,33,3,10:55,2023-07-27,New York - London,JFK,Yes,Yes,No,2.4742847490308866,0,Jesse Johnson,80,Male,Burundi,ejackson@example.org,6
284812,147123,3,Online,Round-trip,25,8,01:49,2023-06-30,New York - London,JFK,No,Yes,No,8.07969515651471,1,Matthew Barker,59,Female,Costa Rica,cochrandiana@example.net,8
509443,307130,4,Online,Round-trip,46,6,14:55,2023-07-11,New York - London,JFK,Yes,No,Yes,6.5162704040154535,0,Brendan Maldonado,78,Female,Cyprus,matthew71@example.com,10
83010,89493,1,Offline,One-way,59,5,08:54,2023-07-29,Paris - Rome,JFK,Yes,No,No,10.572210551288155,0,Kimberly Gilmore,65,Female,Cote d'Ivoire,linda18@example.org,1
532155,398788,3,Offline,One-way,9,4,02:32,2023-06-29,Paris - Rome,NRT,Yes,No,No,1.1142882197002695,1,Nicholas King,42,Female,Swaziland,thomas27@example.net,6
615419,843757,3,Online,Round-trip,19,6,00:46,2023-07-27,New York - London,JFK,No,No,Yes,1.152725300611787,0,Michael Miller,31,Male,Saudi Arabia,theresa00@example.org,10
881242,486179,3,Offline,One-way,8,5,10:54,2023-08-01,New York - London,CDG,No,Yes,No,6.038013776256412,0,Martha Harris,69,Female,Costa Rica,kyle04@example.com,2
775129,325113,2,Online,One-way,2,1,16:31,2023-07-16,Tokyo - Sydney,JFK,Yes,No,Yes,1.1702608513601493,0,Carrie Johnson,49,Female,Peru,kmoore@example.org,8
67683,487143,2,Online,One-way,41,10,09:52,2023-06-19,New York - London,JFK,Yes,No,No,6.664952812513562,1,Steven Gaines,49,Female,Lebanon,rherrera@example.com,10
852277,454204,2,Offline,Round-trip,57,3,16:29,2023-06-27,Paris - Rome,JFK,Yes,No,Yes,4.670829696038784,0,Kelly White,65,Female,Cyprus,kelly14@example.com,6
989765,152266,4,Offline,Round-trip,25,3,13:24,2023-07-20,Tokyo - Sydney,NRT,No,Yes,No,3.229210962306599,1,Katherine Walker,61,Female,Hungary,thomasberry@example.org,4
630595,457994,3,Offline,Round-trip,45,2,19:01,2023-07-25,Paris - Rome,CDG,No,No,Yes,7.831485650167616,0,Lawrence Gallagher,52,Male,Bahrain,stephaniehart@example.net,5
214019,949417,2,Offline,Round-trip,57,6,18:16,2023-07-17,New York - London,NRT,Yes,No,Yes,8.197689254564114,0,Jackson Adkins,59,Male,Mayotte,philipmack@example.net,1
978911,49350,1,Offline,Round-trip,58,1,02:58,2023-06-18,Paris - Rome,NRT,Yes,No,Yes,2.685461663342239,1,Connor Beasley,40,Male,Netherlands,derekmoore@example.com,3
175278,115009,2,Offline,Round-trip,39,10,03:42,2023-06-11,Tokyo - Sydney,CDG,Yes,Yes,Yes,10.087102045759915,0,Daniel Mcgee,75,Male,Jamaica,bmartin@example.org,6
966635,90967,5,Online,Round-trip,47,3,09:40,2023-07-02,Paris - Rome,NRT,No,Yes,No,10.830337475429303,0,Michael Lopez,54,Female,French Southern Territories,basskevin@example.com,6
832312,892874,1,Online,One-way,33,5,13:35,2023-07-01,New York - London,CDG,No,Yes,Yes,6.103675882246208,0,Connor Boyd,32,Male,Costa Rica,schultzdanielle@example.net,7
789233,450910,1,Offline,One-way,25,1,16:50,2023-07-30,Tokyo - Sydney,CDG,Yes,Yes,Yes,7.921296443884378,1,Jacob Martinez,77,Male,France,anthonybooth@example.org,7
423109,585236,5,Online,Round-trip,6,7,10:24,2023-07-02,Tokyo - Sydney,JFK,Yes,No,No,4.103799215489726,1,Ronald Roberts,33,Male,French Guiana,hyoung@example.com,7
401265,706493,3,Online,Round-trip,4,3,11:05,2023-06-13,New York - London,CDG,Yes,Yes,No,1.8817291688454336,0,Jamie Welch,53,Male,Norway,jensenkevin@example.com,9
153131,313279,5,Offline,Round-trip,12,5,11:15,2023-08-05,New York - London,NRT,Yes,No,Yes,8.645689374593328,0,Amanda Gardner,48,Female,South Africa,wilsonanna@example.org,7
47935,128329,3,Offline,Round-trip,60,8,05:48,2023-06-25,Tokyo - Sydney,NRT,Yes,No,No,11.323094059589115,1,Norma Harper,58,Male,Thailand,gconner@example.net,10
228468,362001,2,Online,Round-trip,33,2,08:12,2023-06-23,Tokyo - Sydney,CDG,Yes,No,Yes,7.474217408432936,1,James Lyons,44,Male,Ethiopia,lisa53@example.org,5
409330,759631,4,Offline,One-way,20,6,05:38,2023-06-25,Tokyo - Sydney,NRT,No,No,No,3.99584912875948,0,Lindsey Allen,75,Female,Fiji,gramos@example.com,7
478213,566615,4,Offline,Round-trip,18,2,05:48,2023-06-18,Tokyo - Sydney,JFK,No,No,Yes,7.423355325483111,1,Joseph Henry,70,Female,Bahrain,traviskyle@example.net,8
75495,608833,5,Online,Round-trip,46,9,13:06,2023-07-26,New York - London,JFK,No,No,Yes,4.8290381443317685,0,Timothy Murphy DDS,68,Male,Malawi,jenniferfreeman@example.net,10
930400,308842,5,Online,One-way,13,10,16:34,2023-06-12,Paris - Rome,JFK,No,No,No,11.453380964986401,1,Danny Morrison,38,Female,Isle of Man,ajennings@example.net,5
553238,748011,5,Offline,One-way,52,9,19:27,2023-07-26,Tokyo - Sydney,JFK,No,Yes,Yes,7.499126435264751,1,Andrea Perry,39,Female,Guadeloupe,margaret20@example.com,8
732772,193350,1,Online,One-way,35,9,16:34,2023-07-24,Paris - Rome,NRT,Yes,No,No,10.730300321884812,0,Michael Kirk,73,Female,Isle of Man,zfranklin@example.org,9
968781,727230,4,Online,Round-trip,40,8,04:25,2023-07-07,Tokyo - Sydney,JFK,No,No,No,1.4166519181233497,1,Philip Perez,44,Male,Montserrat,marie12@example.org,5
566393,148957,2,Offline,Round-trip,22,3,00:12,2023-06-30,New York - London,NRT,Yes,Yes,Yes,11.492961891218611,0,Gina Nelson,21,Male,Benin,danielsjessica@example.org,9
329334,192740,1,Online,One-way,14,9,03:11,2023-07-28,Tokyo - Sydney,CDG,No,Yes,No,8.17410755268845,0,Howard Ward,19,Male,Togo,alexandria92@example.org,5
416762,219014,3,Offline,One-way,25,10,01:36,2023-07-18,Tokyo - Sydney,NRT,No,No,No,8.32907129014067,1,Michael Edwards,31,Male,Tonga,christophertorres@example.com,2
259848,259058,3,Offline,Round-trip,43,1,18:19,2023-07-22,Tokyo - Sydney,CDG,Yes,Yes,Yes,7.8818260295023785,0,Thomas White,40,Male,Panama,anthony30@example.org,6
697547,494767,3,Offline,Round-trip,21,7,11:34,2023-07-31,Paris - Rome,JFK,Yes,Yes,Yes,5.897528819771558,0,Stephanie Morgan,77,Male,Panama,jenny56@example.com,7
140064,199916,3,Offline,One-way,25,4,09:26,2023-07-12,Paris - Rome,JFK,Yes,No,Yes,1.755971769624714,0,James Mendoza,41,Male,American Samoa,jillwagner@example.com,3
887497,472547,4,Offline,Round-trip,27,10,16:29,2023-08-06,Tokyo - Sydney,CDG,No,No,Yes,8.348569504741619,0,Barry Perkins,40,Male,Azerbaijan,kathleen36@example.net,3
740394,557557,4,Online,One-way,20,1,06:17,2023-07-23,Tokyo - Sydney,JFK,Yes,No,Yes,2.8779405414931,0,Troy Saunders,41,Male,Belgium,darren96@example.net,8
709648,682728,1,Online,One-way,46,9,22:41,2023-06-14,Paris - Rome,JFK,Yes,No,Yes,9.595321364681626,1,Derek Johnston,43,Male,Malawi,trangeorge@example.net,2
143067,814485,1,Offline,Round-trip,55,4,13:33,2023-07-19,Tokyo - Sydney,NRT,Yes,No,No,5.150426902676506,1,Anthony Fritz,37,Male,Central African Republic,gary28@example.org,8
809127,635730,1,Offline,Round-trip,20,4,04:44,2023-07-04,Tokyo - Sydney,CDG,Yes,No,Yes,1.4914487272406034,0,Tom Shaw,54,Female,Honduras,andrew12@example.com,3
518987,155890,1,Online,Round-trip,28,9,07:03,2023-06-26,Tokyo - Sydney,CDG,Yes,Yes,Yes,9.3444197775655,0,Kimberly Hernandez,51,Female,Serbia,zsampson@example.com,5
110490,455122,5,Online,Round-trip,26,7,02:21,2023-07-17,Paris - Rome,CDG,No,Yes,No,8.609824710375058,1,Mark Reed,37,Female,San Marino,wyoung@example.net,4
517961,447044,4,Online,One-way,55,1,05:16,2023-07-09,Tokyo - Sydney,JFK,Yes,Yes,No,11.072167421582456,0,Larry Wallace,24,Female,Cook Islands,meagan98@example.com,10
800071,529310,2,Online,Round-trip,44,6,13:47,2023-06-14,New York - London,JFK,Yes,Yes,Yes,5.022925839093637,0,Whitney Butler,75,Female,Turks and Caicos Islands,hvillegas@example.net,4
648043,92309,1,Online,One-way,55,8,17:57,2023-07-17,New York - London,CDG,Yes,Yes,Yes,1.2825386071389624,0,Sean Ramos,63,Male,Romania,michaelmitchell@example.org,1
434237,837137,2,Online,Round-trip,43,10,17:13,2023-08-05,Paris - Rome,NRT,No,No,No,1.7021079823313463,1,Jason Melton,71,Female,Palestinian Territory,rebecca89@example.com,2
841406,47433,1,Offline,One-way,25,10,12:53,2023-07-19,Paris - Rome,NRT,Yes,No,No,5.676225961279934,0,Shawn Gomez,64,Male,Saint Martin,thomasthomas@example.com,6
749889,989260,1,Offline,One-way,57,10,11:11,2023-07-17,Paris - Rome,CDG,Yes,No,No,6.463009341190299,0,Bradley Clarke,50,Female,Mozambique,meaganvilla@example.com,4
344737,230893,4,Online,One-way,33,8,13:20,2023-07-11,Tokyo - Sydney,CDG,Yes,Yes,No,9.9568438918137,0,Stephanie Woods,72,Female,Afghanistan,catherinedavenport@example.org,1
810356,142779,4,Offline,One-way,3,1,08:19,2023-06-13,Paris - Rome,CDG,No,No,No,8.492049343288606,0,Jamie Cain,71,Female,Mayotte,johnsolis@example.com,7
57010,867522,4,Offline,One-way,5,4,23:34,2023-08-02,Tokyo - Sydney,NRT,No,Yes,No,4.947283331347279,1,Reginald Lewis,59,Female,Portugal,areid@example.org,1
475743,500307,4,Online,Round-trip,22,3,21:46,2023-08-08,Tokyo - Sydney,JFK,No,Yes,Yes,9.740233836136465,0,Sara Martinez,62,Male,Vietnam,vjones@example.com,2
568876,974491,3,Offline,Round-trip,49,6,07:00,2023-07-20,Paris - Rome,CDG,No,Yes,No,9.007170448289228,1,Sydney Hernandez,40,Male,Aruba,jameswhitaker@example.com,7
105117,307229,3,Offline,One-way,1,10,23:20,2023-07-14,New York - London,JFK,No,No,Yes,6.277296047561834,0,Jennifer Kim,61,Female,Kazakhstan,richardcisneros@example.net,8
76011,600380,3,Online,One-way,11,2,00:30,2023-06-17,Paris - Rome,JFK,No,No,No,1.454374415137518,0,Sandy Khan,52,Female,Tonga,jcross@example.net,6
937073,994326,1,Offline,One-way,9,9,22:44,2023-07-18,New York - London,NRT,No,Yes,Yes,6.073265702866785,0,Dawn Duncan,62,Female,Costa Rica,lscott@example.com,7
761489,114045,1,Online,One-way,24,1,04:42,2023-07-16,Tokyo - Sydney,CDG,Yes,No,No,3.913619878420817,1,Daniel Melton,79,Female,Holy See (Vatican City State),sarah16@example.net,5
740263,421626,2,Offline,Round-trip,31,5,12:24,2023-07-11,Tokyo - Sydney,CDG,Yes,No,Yes,4.432732304602251,1,Ms. Stacey Schaefer,74,Male,Angola,ymartin@example.net,9
58356,651748,2,Offline,One-way,55,6,13:41,2023-07-30,New York - London,JFK,No,No,Yes,7.102577732439632,0,Debra Rodriguez,32,Female,Congo,lross@example.com,10
312532,105297,4,Online,One-way,2,4,06:43,2023-07-09,Tokyo - Sydney,JFK,No,Yes,No,11.036665977709317,1,Jack Barton,26,Female,South Africa,mcollins@example.com,4
139701,25669,1,Offline,One-way,6,5,14:58,2023-07-10,Paris - Rome,CDG,No,Yes,Yes,11.638251651338999,0,Kyle Ballard,63,Female,Gibraltar,gilbertchelsea@example.org,1
447756,435351,4,Online,Round-trip,53,9,08:39,2023-06-21,New York - London,JFK,No,No,No,4.270632390198719,0,Ashley Roach,28,Female,Antarctica (the territory South of 60 deg S),brenda02@example.org,7
435230,266279,3,Offline,One-way,12,1,13:51,2023-08-05,New York - London,CDG,Yes,Yes,No,1.8115841013222063,1,David Miller,35,Male,Marshall Islands,brian93@example.com,8
471285,289191,4,Online,Round-trip,51,3,00:32,2023-06-18,Paris - Rome,JFK,No,Yes,No,9.072148597523384,0,John Peters,54,Male,Aruba,denise87@example.net,2
987890,407464,5,Online,One-way,4,1,00:57,2023-06-17,Paris - Rome,NRT,No,Yes,Yes,3.377493896424353,1,Michael Hall,55,Male,Zambia,georgestephanie@example.com,2
849484,720537,5,Offline,Round-trip,49,7,19:43,2023-06-24,New York - London,JFK,No,Yes,Yes,4.1704392492726345,1,Jennifer Webb,41,Female,Uganda,johnwalker@example.net,8
257186,160106,2,Online,Round-trip,38,6,21:54,2023-07-25,Paris - Rome,NRT,No,No,Yes,1.884889101993338,0,Carolyn Strong,19,Female,Ukraine,jenniferdavid@example.net,7
929988,821336,1,Offline,One-way,41,4,22:21,2023-07-05,Tokyo - Sydney,NRT,No,Yes,Yes,1.6117662978969838,0,Charles Sims,40,Female,Bhutan,batesblake@example.org,10
137106,312320,5,Offline,Round-trip,39,2,12:33,2023-07-27,New York - London,JFK,No,No,No,4.79151401159532,1,Kevin Burton,21,Male,Cambodia,pattersonjill@example.org,10
234175,827280,1,Offline,One-way,21,6,05:43,2023-07-21,Paris - Rome,NRT,Yes,No,Yes,11.204652471032201,0,Jackson Smith,32,Male,Korea,sruiz@example.com,3
411433,974720,1,Offline,Round-trip,6,3,20:13,2023-08-07,Tokyo - Sydney,CDG,No,No,Yes,5.769445922763653,0,Tanya Jackson,18,Female,Paraguay,qhenry@example.org,4
178688,46985,5,Online,Round-trip,28,8,07:28,2023-06-29,Paris - Rome,JFK,Yes,Yes,Yes,9.33947782237323,0,Mrs. Kayla Allen,72,Female,Saint Martin,dsmith@example.org,4
367443,482030,3,Offline,Round-trip,26,2,06:13,2023-06-18,Paris - Rome,JFK,No,No,Yes,6.662264034638304,1,Michelle Bell,24,Female,Guam,trandavid@example.org,5
127289,882556,4,Offline,Round-trip,6,3,09:25,2023-06-12,Paris - Rome,CDG,Yes,Yes,Yes,9.587151321623619,0,Ms. Heather Miller MD,45,Male,Egypt,richardwhitaker@example.com,2
912154,641586,5,Online,Round-trip,48,3,05:01,2023-07-26,Tokyo - Sydney,CDG,No,Yes,Yes,9.855087934353081,1,Scott Rice,58,Female,Costa Rica,xbrown@example.com,4
553373,191797,1,Offline,Round-trip,48,10,07:36,2023-06-22,New York - London,JFK,No,No,Yes,2.8160427920611335,1,Peter Perry,74,Female,Kiribati,qdean@example.com,9
453390,713415,5,Offline,One-way,21,6,20:04,2023-06-23,New York - London,JFK,Yes,Yes,No,4.4736089206987595,0,Emily Osborne,74,Male,Kyrgyz Republic,poncerichard@example.org,1
236589,435374,3,Offline,One-way,48,2,15:45,2023-08-08,Tokyo - Sydney,JFK,Yes,Yes,Yes,7.662684920698855,1,Annette Gallegos,62,Female,Oman,abbottheather@example.net,5
654582,657732,1,Online,One-way,44,5,07:37,2023-08-09,Tokyo - Sydney,JFK,Yes,No,Yes,11.411362440386714,0,David Dean,68,Female,Maldives,acevedodebbie@example.net,8
31415,884979,5,Online,Round-trip,46,5,16:41,2023-06-12,New York - London,JFK,Yes,Yes,Yes,10.930613156766022,1,Thomas Carter,31,Female,Cameroon,robertsamanda@example.org,5
114462,576687,4,Offline,Round-trip,41,7,13:53,2023-06-17,Tokyo - Sydney,JFK,Yes,Yes,No,11.32104897771214,1,Ashley Salinas,31,Female,Ethiopia,ashley98@example.org,8
549078,951024,5,Offline,Round-trip,28,6,05:20,2023-06-15,Tokyo - Sydney,CDG,No,No,No,5.817533813216912,0,Erik Silva,37,Male,Afghanistan,jenny12@example.com,10
434244,659174,4,Online,Round-trip,36,4,01:47,2023-07-30,Tokyo - Sydney,NRT,No,No,Yes,6.823368257596013,1,Barbara Lane,63,Female,Cyprus,gross@example.net,9
138708,642275,2,Online,Round-trip,4,3,05:18,2023-07-13,New York - London,NRT,No,Yes,Yes,5.1087786679131515,1,Sara Peters,66,Male,Sweden,nichole15@example.org,2
900541,959582,3,Online,One-way,19,4,11:59,2023-06-17,Paris - Rome,JFK,No,Yes,No,5.358977955764118,1,Penny Little,70,Female,United States Minor Outlying Islands,dawnlozano@example.net,10
201443,314312,1,Offline,One-way,49,8,11:25,2023-07-17,Tokyo - Sydney,NRT,No,Yes,Yes,1.5612605086834184,1,Richard Reilly,60,Female,Saint Martin,colecharles@example.com,4
626152,41031,5,Offline,One-way,12,7,08:33,2023-07-23,Tokyo - Sydney,CDG,No,No,Yes,1.3249746343674706,0,Amanda Matthews MD,67,Male,Marshall Islands,hamiltonwilliam@example.net,9
14827,147237,4,Offline,Round-trip,16,4,01:54,2023-06-26,New York - London,JFK,No,Yes,No,2.8056625179043597,0,Joel Hogan,31,Female,Antarctica (the territory South of 60 deg S),traviswright@example.com,7
751104,738143,2,Online,Round-trip,51,10,02:50,2023-06-30,New York - London,NRT,Yes,Yes,Yes,11.98275957591314,0,Shawn White,47,Male,Ukraine,jeremypowell@example.org,4
898778,658578,1,Offline,One-way,38,6,17:10,2023-06-18,Paris - Rome,CDG,No,Yes,Yes,10.485049773293325,1,Robert Bell,21,Female,Chad,ana89@example.net,8
417183,735874,2,Offline,One-way,30,4,10:19,2023-07-16,New York - London,CDG,No,Yes,Yes,11.933256904838172,0,Catherine Palmer,48,Female,Zambia,jbrown@example.org,3
546283,925480,4,Offline,One-way,39,2,21:10,2023-07-14,New York - London,CDG,Yes,No,No,4.886364787896325,1,Jacob Moore,66,Male,Senegal,brandon12@example.com,5
667043,212792,2,Online,Round-trip,2,7,14:19,2023-07-20,Paris - Rome,CDG,No,No,No,9.30069244203388,1,Christina Sherman,65,Female,Ethiopia,ysmith@example.org,8
331991,286657,4,Offline,One-way,16,7,12:01,2023-07-16,New York - London,JFK,No,No,No,9.673975733351353,1,Emily Tucker,63,Male,Botswana,hscott@example.net,3
348909,700680,1,Offline,One-way,14,9,00:13,2023-08-03,Tokyo - Sydney,NRT,No,Yes,No,6.038484627318736,0,Nathan Marks,20,Male,Honduras,jonesjames@example.org,9
946672,579464,1,Online,Round-trip,32,4,09:46,2023-07-28,New York - London,NRT,No,Yes,No,6.723458336886277,0,Diane Andrews,46,Female,Cambodia,jasoncervantes@example.com,6
590637,385647,1,Offline,Round-trip,30,7,16:15,2023-07-22,Paris - Rome,NRT,Yes,No,No,10.752000678630697,1,Donald Palmer,21,Male,Burkina Faso,bryantrobert@example.org,7
342216,953020,2,Online,One-way,16,5,11:47,2023-07-30,Paris - Rome,JFK,No,Yes,No,10.295280329171993,1,Amber Mckee,23,Male,Finland,alexa68@example.com,10
309724,947294,4,Online,Round-trip,11,8,22:03,2023-08-05,New York - London,CDG,No,No,Yes,2.308273786426646,0,Jennifer Henderson,28,Female,India,boltonlarry@example.org,3
232728,192656,5,Offline,Round-trip,30,7,22:22,2023-06-22,Tokyo - Sydney,JFK,No,No,Yes,11.925994035420308,0,Erin Miller,48,Female,Serbia,gbrown@example.com,1
668891,473249,5,Offline,One-way,36,6,15:01,2023-07-28,Paris - Rome,JFK,No,No,No,10.74351635794696,0,Cody Wilcox,77,Male,Australia,zwilliams@example.org,1
682475,919445,5,Offline,Round-trip,1,6,21:31,2023-07-27,Tokyo - Sydney,CDG,No,Yes,No,7.977004342157705,0,Cynthia Brown,27,Female,Peru,ramirezjoan@example.com,9
203002,49601,4,Online,One-way,23,1,08:54,2023-06-21,Tokyo - Sydney,NRT,No,Yes,No,7.1174970249739005,1,Andrea Shannon,77,Male,Azerbaijan,austin62@example.org,4
429218,824960,2,Offline,One-way,25,2,18:48,2023-07-14,Paris - Rome,JFK,No,Yes,Yes,2.633432622491215,0,Paul Dennis,32,Male,Oman,kevin47@example.org,10
156781,835250,3,Online,Round-trip,13,6,07:28,2023-07-20,Paris - Rome,NRT,Yes,No,Yes,6.031134353581982,0,Richard Patterson,39,Female,Congo,nallen@example.org,7
576682,261514,3,Offline,Round-trip,46,1,06:33,2023-08-06,New York - London,NRT,No,Yes,Yes,2.0477993142030995,1,Jeremy Sanders,45,Male,Guadeloupe,dianebarry@example.com,10
54580,754713,1,Online,One-way,35,2,05:33,2023-07-17,Tokyo - Sydney,JFK,No,Yes,No,5.315338297072237,0,Brian Meza,26,Female,Korea,villanuevatimothy@example.com,7
359713,937691,5,Offline,Round-trip,40,10,14:01,2023-07-13,Paris - Rome,NRT,Yes,No,Yes,8.481857873434315,1,Tyler Jones,32,Male,Liechtenstein,wendygarza@example.net,3
255358,686810,1,Online,One-way,20,1,06:33,2023-06-13,Tokyo - Sydney,NRT,No,No,No,4.236961398713786,0,Kurt Boyd,23,Male,Jordan,gary61@example.org,5
807109,930793,1,Offline,One-way,24,8,14:17,2023-07-15,Paris - Rome,JFK,No,Yes,No,4.966779279277948,1,Sara Johns,43,Male,Vietnam,jason76@example.org,8
137653,513326,3,Offline,One-way,18,8,07:05,2023-07-11,New York - London,JFK,No,Yes,Yes,1.4375160873794326,0,Amy Neal,52,Female,Sri Lanka,yflynn@example.com,8
112023,854124,1,Online,Round-trip,45,4,23:31,2023-06-11,Tokyo - Sydney,JFK,Yes,No,No,11.1889764577283,1,Andrew Miller,54,Male,Dominican Republic,andrew00@example.net,8
203308,323647,1,Offline,Round-trip,43,8,12:16,2023-06-15,Paris - Rome,CDG,No,Yes,Yes,11.492801763675091,1,Karen Miller,73,Female,United Kingdom,butlerrebecca@example.com,6
748815,432292,1,Online,Round-trip,28,5,19:34,2023-07-21,Paris - Rome,JFK,No,No,Yes,11.678646287563453,1,Lisa Sanchez,76,Female,Malaysia,james68@example.com,4
309836,769355,3,Online,Round-trip,52,7,08:41,2023-08-01,Paris - Rome,NRT,No,No,Yes,8.455012565729373,0,Luis Moses,43,Male,Norway,gphillips@example.com,3
53375,990827,2,Online,One-way,42,8,10:05,2023-07-18,Paris - Rome,CDG,No,No,Yes,6.198302750022558,1,Laura Meyer,75,Male,Dominican Republic,gloriagraves@example.net,5
490329,150660,2,Online,One-way,60,2,22:15,2023-06-23,New York - London,JFK,No,Yes,Yes,4.993793698967097,1,Teresa Anderson,23,Male,Saint Pierre and Miquelon,jamesgomez@example.org,8
383984,85090,5,Offline,One-way,53,7,08:58,2023-08-04,Paris - Rome,NRT,No,Yes,No,5.982209606593983,1,Wayne Rodriguez,40,Female,Timor-Leste,johnsonsamantha@example.org,4
436762,691853,3,Online,One-way,50,8,12:14,2023-08-03,Tokyo - Sydney,NRT,No,Yes,Yes,10.658765985437327,1,Bradley Weeks,35,Male,San Marino,deborah81@example.org,9
265757,393068,3,Online,One-way,51,1,08:28,2023-06-22,Tokyo - Sydney,NRT,No,No,No,7.563392309123551,1,Susan Taylor,53,Female,Saint Pierre and Miquelon,matthew16@example.org,2
619812,659833,3,Offline,One-way,34,9,08:38,2023-06-16,New York - London,NRT,Yes,No,Yes,5.747476651806319,0,Mary Osborne,72,Male,Nepal,kimalexander@example.net,2
759347,282881,2,Offline,Round-trip,22,5,21:05,2023-07-30,Paris - Rome,CDG,Yes,No,No,5.014730899073818,1,Jason Jackson,74,Male,Pakistan,karicruz@example.com,4
479582,213273,4,Offline,Round-trip,31,5,14:30,2023-06-23,New York - London,NRT,No,Yes,No,2.3417169005921443,1,Mr. Tanner Greer III,18,Male,Rwanda,hbrown@example.org,5
605076,707285,5,Offline,Round-trip,1,2,16:33,2023-08-02,Tokyo - Sydney,CDG,No,Yes,Yes,9.727174189241387,1,Jessica Munoz,47,Male,Estonia,hjohnson@example.com,3
53394,987451,3,Offline,One-way,24,3,11:08,2023-07-10,Tokyo - Sydney,JFK,No,No,No,10.921889205821834,1,Diana Petty,40,Male,Hungary,michaelgarza@example.org,4
414180,757286,5,Online,One-way,43,4,22:13,2023-06-26,Paris - Rome,CDG,No,Yes,Yes,9.108823348759437,1,Steve Anderson,78,Male,Western Sahara,monicasmith@example.net,5
409280,213048,5,Online,Round-trip,47,6,20:11,2023-07-03,Tokyo - Sydney,CDG,Yes,No,No,10.72674649537718,0,Jessica Lambert,36,Female,Georgia,rileydesiree@example.com,8
238006,65458,2,Online,One-way,35,8,21:25,2023-07-17,Tokyo - Sydney,JFK,Yes,Yes,Yes,2.63085223088614,1,Calvin Thomas,46,Male,Iran,rblackwell@example.org,5
119316,423367,1,Offline,One-way,47,2,10:09,2023-07-17,Paris - Rome,JFK,Yes,No,Yes,3.3042201137031486,1,William Carter,28,Female,Brunei Darussalam,xbeasley@example.com,5
336547,7274,1,Offline,One-way,38,4,05:37,2023-07-11,Tokyo - Sydney,JFK,Yes,No,No,1.1084023156674618,0,Keith Wallace,51,Male,Japan,fsanchez@example.org,10
245881,993309,4,Offline,One-way,48,10,16:04,2023-06-30,Tokyo - Sydney,CDG,Yes,Yes,Yes,3.5225825132798314,1,Yolanda Hobbs,52,Male,Bulgaria,mvasquez@example.org,5
233640,969136,4,Offline,One-way,54,3,21:53,2023-08-07,New York - London,CDG,Yes,No,Yes,9.505386932764962,1,Alex Mendoza,43,Female,Costa Rica,melissamurphy@example.com,9
301078,784087,1,Online,Round-trip,35,1,21:55,2023-07-09,Tokyo - Sydney,NRT,Yes,Yes,Yes,6.48404565785988,1,Mr. Craig Cruz,75,Female,Guinea-Bissau,hallmichael@example.org,8
544578,439268,4,Online,One-way,1,2,06:11,2023-07-30,Paris - Rome,JFK,No,Yes,Yes,3.154439350683822,0,Megan Edwards,42,Male,Bhutan,jonathan20@example.com,7
911796,839226,1,Online,One-way,14,6,15:03,2023-07-22,New York - London,JFK,Yes,No,No,9.29841696746246,1,Lucas Jones,30,Female,Zambia,danielsims@example.net,8
541529,385187,5,Offline,Round-trip,35,4,19:05,2023-07-17,New York - London,NRT,No,Yes,No,9.137453104287811,1,Amber Martin,50,Male,Ireland,jason74@example.com,2
